symbol,open_datetime,open_price,order_type,volume,sl,tp,close_datetime,close_price,profit
EURUSD,2019-01-04 15:00:00,1.13715,sell,10000,1.1398687990285956,1.1344312009714046,2019-01-04 17:00:00,1.1398687990285956,-27.187990285955088
EURUSD,2019-01-07 15:00:00,1.14578,buy,10000,1.1407679395192052,1.1507920604807949,2019-01-09 16:00:00,1.1507920604807949,50.12060480794833
EURUSD,2019-01-09 17:00:00,1.15104,buy,10000,1.1448339297330878,1.1572460702669123,2019-01-15 11:00:00,1.1448339297330878,-62.06070266912222
EURUSD,2019-01-15 12:00:00,1.14294,sell,10000,1.147411620776445,1.138468379223555,2019-01-16 13:00:00,1.138468379223555,44.71620776445029
EURUSD,2019-01-18 12:00:00,1.14068,buy,10000,1.1388936676798753,1.1424663323201245,2019-01-18 16:00:00,1.1388936676798753,-17.86332320124595
EURUSD,2019-01-18 17:00:00,1.13672,sell,10000,1.1394574058022775,1.1339825941977224,2019-01-24 15:00:00,1.1339825941977224,27.374058022775483
EURUSD,2019-01-24 18:00:00,1.13216,sell,10000,1.1385684224801635,1.1257515775198366,2019-01-25 17:00:00,1.1385684224801635,-64.08422480163489
EURUSD,2019-01-25 18:00:00,1.14063,buy,10000,1.1318065641761879,1.1494534358238122,2019-01-31 04:00:00,1.1494534358238122,88.23435823812176
EURUSD,2019-01-31 18:00:00,1.14533,sell,10000,1.1490978639767577,1.1415621360232422,2019-02-05 10:00:00,1.1415621360232422,37.67863976757768
EURUSD,2019-02-05 17:00:00,1.14067,sell,10000,1.1435198836541423,1.137820116345858,2019-02-06 17:00:00,1.137820116345858,28.498836541421824
EURUSD,2019-02-06 20:00:00,1.13662,sell,10000,1.1399441769856216,1.1332958230143784,2019-02-07 13:00:00,1.1332958230143784,33.24176985621597
EURUSD,2019-02-07 15:00:00,1.13309,sell,10000,1.1367843991748925,1.1293956008251074,2019-02-11 16:00:00,1.1293956008251074,36.9439917489256
EURUSD,2019-02-11 17:00:00,1.1276,sell,10000,1.1315114666451618,1.123688533354838,2019-02-12 18:00:00,1.1315114666451618,-39.11466645161843
EURUSD,2019-02-12 19:00:00,1.13197,buy,10000,1.1280163822362819,1.135923617763718,2019-02-13 19:00:00,1.1280163822362819,-39.536177637180536
EURUSD,2019-02-14 15:00:00,1.13025,buy,10000,1.1270328451601137,1.1334671548398862,2019-02-15 14:00:00,1.1270328451601137,-32.17154839886271
EURUSD,2019-02-15 15:00:00,1.12528,sell,10000,1.1289201966402296,1.1216398033597705,2019-02-15 20:00:00,1.1289201966402296,-36.4019664022952
EURUSD,2019-02-19 13:00:00,1.12832,sell,10000,1.1308773899112912,1.1257626100887088,2019-02-19 16:00:00,1.1308773899112912,-25.573899112911747
EURUSD,2019-02-19 17:00:00,1.13339,buy,10000,1.1298096126348272,1.1369703873651726,2019-02-26 15:00:00,1.1369703873651726,35.803873651727436
EURUSD,2019-02-26 18:00:00,1.1373199999999999,buy,10000,1.135494779321171,1.1391452206788288,2019-02-26 21:00:00,1.1391452206788288,18.252206788289538
EURUSD,2019-02-26 22:00:00,1.13919,buy,10000,1.1354069824074773,1.1429730175925226,2019-03-04 10:00:00,1.1354069824074773,-37.83017592522641
EURUSD,2019-03-04 12:00:00,1.13374,sell,10000,1.1373334268939588,1.1301465731060412,2019-03-05 18:00:00,1.1301465731060412,35.934268939588065
EURUSD,2019-03-05 19:00:00,1.12972,sell,10000,1.1332205131579343,1.1262194868420659,2019-03-07 15:00:00,1.1262194868420659,35.00513157934204
EURUSD,2019-03-07 16:00:00,1.12328,sell,10000,1.1292787831003335,1.1172812168996666,2019-03-12 19:00:00,1.1292787831003335,-59.98783100333416
EURUSD,2019-03-12 21:00:00,1.12978,buy,10000,1.1256616515828506,1.1338983484171494,2019-03-18 09:00:00,1.1338983484171494,41.1834841714942
EURUSD,2019-03-18 10:00:00,1.13498,buy,10000,1.1319307266179792,1.138029273382021,2019-03-20 21:00:00,1.138029273382021,30.492733820208784
EURUSD,2019-03-20 22:00:00,1.14339,buy,10000,1.1349959259624722,1.1517840740375276,2019-03-22 11:00:00,1.1349959259624722,-83.94074037527676
EURUSD,2019-03-22 12:00:00,1.13048,sell,10000,1.1372392356115706,1.1237207643884293,2019-03-28 14:00:00,1.1237207643884293,67.59235611570658
EURUSD,2019-03-28 15:00:00,1.12213,sell,10000,1.1252149796981048,1.1190450203018953,2019-04-02 18:00:00,1.1190450203018953,30.849796981047284
EURUSD,2019-04-03 03:00:00,1.12164,buy,10000,1.1197773253522627,1.1235026746477372,2019-04-03 10:00:00,1.1235026746477372,18.626746477372613
EURUSD,2019-04-03 11:00:00,1.12436,buy,10000,1.119604192912474,1.129115807087526,2019-04-12 07:00:00,1.129115807087526,47.55807087525987
EURUSD,2019-04-12 11:00:00,1.13056,buy,10000,1.1257618469835713,1.1353581530164287,2019-04-18 12:00:00,1.1257618469835713,-47.98153016428719
EURUSD,2019-04-18 13:00:00,1.12542,sell,10000,1.13021931384904,1.1206206861509602,2019-04-24 15:00:00,1.1206206861509602,47.99313849039866
EURUSD,2019-04-24 16:00:00,1.11928,sell,10000,1.1216594070470822,1.1169005929529179,2019-04-24 19:00:00,1.1169005929529179,23.794070470821715
EURUSD,2019-04-24 20:00:00,1.11644,sell,10000,1.1216884578187019,1.1111915421812983,2019-04-30 14:00:00,1.1216884578187019,-52.484578187017576
